# export from unicycle
# n stationname x1 x2 x3
03597 03597 -48000.000000 21000.000000 0.000000
03598 03598 -48000.000000 23000.000000 0.000000
03599 03599 -48000.000000 25000.000000 0.000000
03600 03600 -48000.000000 27000.000000 0.000000
03601 03601 -48000.000000 29000.000000 0.000000
03602 03602 -48000.000000 31000.000000 0.000000
03603 03603 -48000.000000 33000.000000 0.000000
03604 03604 -48000.000000 35000.000000 0.000000
03605 03605 -48000.000000 37000.000000 0.000000
03606 03606 -48000.000000 39000.000000 0.000000
03607 03607 -48000.000000 41000.000000 0.000000
03608 03608 -48000.000000 43000.000000 0.000000
03609 03609 -48000.000000 45000.000000 0.000000
03610 03610 -48000.000000 47000.000000 0.000000
03611 03611 -48000.000000 49000.000000 0.000000
03612 03612 -48000.000000 51000.000000 0.000000
03613 03613 -48000.000000 53000.000000 0.000000
03614 03614 -48000.000000 55000.000000 0.000000
03615 03615 -48000.000000 57000.000000 0.000000
03616 03616 -48000.000000 59000.000000 0.000000
03617 03617 -48000.000000 61000.000000 0.000000
03618 03618 -48000.000000 63000.000000 0.000000
03619 03619 -48000.000000 65000.000000 0.000000
03620 03620 -48000.000000 67000.000000 0.000000
03621 03621 -48000.000000 69000.000000 0.000000
03622 03622 -48000.000000 71000.000000 0.000000
03623 03623 -48000.000000 73000.000000 0.000000
03624 03624 -48000.000000 75000.000000 0.000000
03625 03625 -48000.000000 77000.000000 0.000000
03626 03626 -48000.000000 79000.000000 0.000000
03627 03627 -48000.000000 81000.000000 0.000000
03628 03628 -48000.000000 83000.000000 0.000000
03629 03629 -46000.000000 -69000.000000 0.000000
03630 03630 -46000.000000 -67000.000000 0.000000
03631 03631 -46000.000000 -65000.000000 0.000000
03632 03632 -46000.000000 -63000.000000 0.000000
03633 03633 -46000.000000 -61000.000000 0.000000
03634 03634 -46000.000000 -59000.000000 0.000000
03635 03635 -46000.000000 -57000.000000 0.000000
03636 03636 -46000.000000 -55000.000000 0.000000
03637 03637 -46000.000000 -53000.000000 0.000000
03638 03638 -46000.000000 -51000.000000 0.000000
03639 03639 -46000.000000 -49000.000000 0.000000
03640 03640 -46000.000000 -21000.000000 0.000000
03641 03641 -46000.000000 -19000.000000 0.000000
03642 03642 -46000.000000 -17000.000000 0.000000
03643 03643 -46000.000000 -15000.000000 0.000000
03644 03644 -46000.000000 -13000.000000 0.000000
03645 03645 -46000.000000 -11000.000000 0.000000
03646 03646 -46000.000000 -9000.000000 0.000000
03647 03647 -46000.000000 -7000.000000 0.000000
03648 03648 -46000.000000 -5000.000000 0.000000
03649 03649 -46000.000000 -3000.000000 0.000000
03650 03650 -46000.000000 -1000.000000 0.000000
03651 03651 -46000.000000 1000.000000 0.000000
03652 03652 -46000.000000 3000.000000 0.000000
03653 03653 -46000.000000 5000.000000 0.000000
03654 03654 -46000.000000 7000.000000 0.000000
03655 03655 -46000.000000 9000.000000 0.000000
03656 03656 -46000.000000 11000.000000 0.000000
03657 03657 -46000.000000 13000.000000 0.000000
03658 03658 -46000.000000 15000.000000 0.000000
03659 03659 -46000.000000 17000.000000 0.000000
03660 03660 -46000.000000 19000.000000 0.000000
03661 03661 -46000.000000 21000.000000 0.000000
03662 03662 -46000.000000 23000.000000 0.000000
03663 03663 -46000.000000 25000.000000 0.000000
03664 03664 -46000.000000 27000.000000 0.000000
03665 03665 -46000.000000 29000.000000 0.000000
03666 03666 -46000.000000 31000.000000 0.000000
03667 03667 -46000.000000 33000.000000 0.000000
03668 03668 -46000.000000 35000.000000 0.000000
03669 03669 -46000.000000 37000.000000 0.000000
03670 03670 -46000.000000 39000.000000 0.000000
03671 03671 -46000.000000 41000.000000 0.000000
03672 03672 -46000.000000 43000.000000 0.000000
03673 03673 -46000.000000 45000.000000 0.000000
03674 03674 -46000.000000 47000.000000 0.000000
03675 03675 -46000.000000 49000.000000 0.000000
03676 03676 -46000.000000 51000.000000 0.000000
03677 03677 -46000.000000 53000.000000 0.000000
03678 03678 -46000.000000 55000.000000 0.000000
03679 03679 -46000.000000 57000.000000 0.000000
03680 03680 -46000.000000 59000.000000 0.000000
03681 03681 -46000.000000 61000.000000 0.000000
03682 03682 -46000.000000 63000.000000 0.000000
03683 03683 -46000.000000 65000.000000 0.000000
03684 03684 -46000.000000 67000.000000 0.000000
03685 03685 -46000.000000 69000.000000 0.000000
03686 03686 -46000.000000 71000.000000 0.000000
03687 03687 -46000.000000 73000.000000 0.000000
03688 03688 -46000.000000 75000.000000 0.000000
03689 03689 -46000.000000 77000.000000 0.000000
03690 03690 -46000.000000 79000.000000 0.000000
03691 03691 -46000.000000 81000.000000 0.000000
03692 03692 -46000.000000 83000.000000 0.000000
03693 03693 -46000.000000 85000.000000 0.000000
03694 03694 -44000.000000 -67000.000000 0.000000
03695 03695 -44000.000000 -65000.000000 0.000000
03696 03696 -44000.000000 -63000.000000 0.000000
03697 03697 -44000.000000 -61000.000000 0.000000
03698 03698 -44000.000000 -59000.000000 0.000000
03699 03699 -44000.000000 -57000.000000 0.000000
03700 03700 -44000.000000 -55000.000000 0.000000
03701 03701 -44000.000000 -53000.000000 0.000000
03702 03702 -44000.000000 -51000.000000 0.000000
03703 03703 -44000.000000 -47000.000000 0.000000
03704 03704 -44000.000000 -45000.000000 0.000000
03705 03705 -44000.000000 -33000.000000 0.000000
03706 03706 -44000.000000 -29000.000000 0.000000
03707 03707 -44000.000000 -19000.000000 0.000000
03708 03708 -44000.000000 -17000.000000 0.000000
03709 03709 -44000.000000 -15000.000000 0.000000
03710 03710 -44000.000000 -13000.000000 0.000000
03711 03711 -44000.000000 -11000.000000 0.000000
03712 03712 -44000.000000 -9000.000000 0.000000
03713 03713 -44000.000000 -7000.000000 0.000000
03714 03714 -44000.000000 -5000.000000 0.000000
03715 03715 -44000.000000 -3000.000000 0.000000
03716 03716 -44000.000000 -1000.000000 0.000000
03717 03717 -44000.000000 1000.000000 0.000000
03718 03718 -44000.000000 3000.000000 0.000000
03719 03719 -44000.000000 5000.000000 0.000000
03720 03720 -44000.000000 7000.000000 0.000000
03721 03721 -44000.000000 9000.000000 0.000000
03722 03722 -44000.000000 11000.000000 0.000000
03723 03723 -44000.000000 13000.000000 0.000000
03724 03724 -44000.000000 15000.000000 0.000000
03725 03725 -44000.000000 17000.000000 0.000000
03726 03726 -44000.000000 19000.000000 0.000000
03727 03727 -44000.000000 21000.000000 0.000000
03728 03728 -44000.000000 23000.000000 0.000000
03729 03729 -44000.000000 25000.000000 0.000000
03730 03730 -44000.000000 27000.000000 0.000000
03731 03731 -44000.000000 29000.000000 0.000000
03732 03732 -44000.000000 31000.000000 0.000000
03733 03733 -44000.000000 33000.000000 0.000000
03734 03734 -44000.000000 35000.000000 0.000000
03735 03735 -44000.000000 37000.000000 0.000000
03736 03736 -44000.000000 39000.000000 0.000000
03737 03737 -44000.000000 41000.000000 0.000000
03738 03738 -44000.000000 43000.000000 0.000000
03739 03739 -44000.000000 45000.000000 0.000000
03740 03740 -44000.000000 47000.000000 0.000000
03741 03741 -44000.000000 49000.000000 0.000000
03742 03742 -44000.000000 51000.000000 0.000000
03743 03743 -44000.000000 53000.000000 0.000000
03744 03744 -44000.000000 55000.000000 0.000000
03745 03745 -44000.000000 57000.000000 0.000000
03746 03746 -44000.000000 59000.000000 0.000000
03747 03747 -44000.000000 61000.000000 0.000000
03748 03748 -44000.000000 63000.000000 0.000000
03749 03749 -44000.000000 65000.000000 0.000000
03750 03750 -44000.000000 67000.000000 0.000000
03751 03751 -44000.000000 69000.000000 0.000000
03752 03752 -44000.000000 71000.000000 0.000000
03753 03753 -44000.000000 73000.000000 0.000000
03754 03754 -44000.000000 75000.000000 0.000000
03755 03755 -44000.000000 77000.000000 0.000000
03756 03756 -44000.000000 79000.000000 0.000000
03757 03757 -44000.000000 81000.000000 0.000000
03758 03758 -44000.000000 83000.000000 0.000000
03759 03759 -44000.000000 85000.000000 0.000000
03760 03760 -42000.000000 -67000.000000 0.000000
03761 03761 -42000.000000 -65000.000000 0.000000
03762 03762 -42000.000000 -63000.000000 0.000000
03763 03763 -42000.000000 -61000.000000 0.000000
03764 03764 -42000.000000 -59000.000000 0.000000
03765 03765 -42000.000000 -57000.000000 0.000000
03766 03766 -42000.000000 -55000.000000 0.000000
03767 03767 -42000.000000 -53000.000000 0.000000
03768 03768 -42000.000000 -51000.000000 0.000000
03769 03769 -42000.000000 -49000.000000 0.000000
03770 03770 -42000.000000 -41000.000000 0.000000
03771 03771 -42000.000000 -39000.000000 0.000000
03772 03772 -42000.000000 -37000.000000 0.000000
03773 03773 -42000.000000 -33000.000000 0.000000
03774 03774 -42000.000000 -31000.000000 0.000000
03775 03775 -42000.000000 -17000.000000 0.000000
03776 03776 -42000.000000 -15000.000000 0.000000
03777 03777 -42000.000000 -13000.000000 0.000000
03778 03778 -42000.000000 -11000.000000 0.000000
03779 03779 -42000.000000 -9000.000000 0.000000
03780 03780 -42000.000000 -7000.000000 0.000000
03781 03781 -42000.000000 -5000.000000 0.000000
03782 03782 -42000.000000 -3000.000000 0.000000
03783 03783 -42000.000000 -1000.000000 0.000000
03784 03784 -42000.000000 1000.000000 0.000000
03785 03785 -42000.000000 3000.000000 0.000000
03786 03786 -42000.000000 5000.000000 0.000000
03787 03787 -42000.000000 7000.000000 0.000000
03788 03788 -42000.000000 9000.000000 0.000000
03789 03789 -42000.000000 11000.000000 0.000000
03790 03790 -42000.000000 13000.000000 0.000000
03791 03791 -42000.000000 15000.000000 0.000000
03792 03792 -42000.000000 17000.000000 0.000000
03793 03793 -42000.000000 19000.000000 0.000000
03794 03794 -42000.000000 21000.000000 0.000000
03795 03795 -42000.000000 23000.000000 0.000000
03796 03796 -42000.000000 25000.000000 0.000000
03797 03797 -42000.000000 27000.000000 0.000000
03798 03798 -42000.000000 29000.000000 0.000000
03799 03799 -42000.000000 31000.000000 0.000000
03800 03800 -42000.000000 33000.000000 0.000000
03801 03801 -42000.000000 35000.000000 0.000000
03802 03802 -42000.000000 37000.000000 0.000000
03803 03803 -42000.000000 39000.000000 0.000000
03804 03804 -42000.000000 41000.000000 0.000000
03805 03805 -42000.000000 43000.000000 0.000000
03806 03806 -42000.000000 45000.000000 0.000000
03807 03807 -42000.000000 47000.000000 0.000000
03808 03808 -42000.000000 49000.000000 0.000000
03809 03809 -42000.000000 51000.000000 0.000000
03810 03810 -42000.000000 53000.000000 0.000000
03811 03811 -42000.000000 55000.000000 0.000000
03812 03812 -42000.000000 57000.000000 0.000000
03813 03813 -42000.000000 59000.000000 0.000000
03814 03814 -42000.000000 61000.000000 0.000000
03815 03815 -42000.000000 63000.000000 0.000000
03816 03816 -42000.000000 65000.000000 0.000000
03817 03817 -42000.000000 67000.000000 0.000000
03818 03818 -42000.000000 69000.000000 0.000000
03819 03819 -42000.000000 71000.000000 0.000000
03820 03820 -42000.000000 73000.000000 0.000000
03821 03821 -42000.000000 75000.000000 0.000000
03822 03822 -42000.000000 77000.000000 0.000000
03823 03823 -42000.000000 79000.000000 0.000000
03824 03824 -42000.000000 81000.000000 0.000000
03825 03825 -42000.000000 83000.000000 0.000000
03826 03826 -42000.000000 85000.000000 0.000000
03827 03827 -40000.000000 -65000.000000 0.000000
03828 03828 -40000.000000 -63000.000000 0.000000
03829 03829 -40000.000000 -61000.000000 0.000000
03830 03830 -40000.000000 -59000.000000 0.000000
03831 03831 -40000.000000 -57000.000000 0.000000
03832 03832 -40000.000000 -55000.000000 0.000000
03833 03833 -40000.000000 -53000.000000 0.000000
03834 03834 -40000.000000 -51000.000000 0.000000
03835 03835 -40000.000000 -49000.000000 0.000000
03836 03836 -40000.000000 -47000.000000 0.000000
03837 03837 -40000.000000 -45000.000000 0.000000
03838 03838 -40000.000000 -43000.000000 0.000000
03839 03839 -40000.000000 -41000.000000 0.000000
03840 03840 -40000.000000 -39000.000000 0.000000
03841 03841 -40000.000000 -37000.000000 0.000000
03842 03842 -40000.000000 -35000.000000 0.000000
03843 03843 -40000.000000 -33000.000000 0.000000
03844 03844 -40000.000000 -31000.000000 0.000000
03845 03845 -40000.000000 -13000.000000 0.000000
03846 03846 -40000.000000 -11000.000000 0.000000
03847 03847 -40000.000000 -9000.000000 0.000000
03848 03848 -40000.000000 -7000.000000 0.000000
03849 03849 -40000.000000 -5000.000000 0.000000
03850 03850 -40000.000000 -3000.000000 0.000000
03851 03851 -40000.000000 -1000.000000 0.000000
03852 03852 -40000.000000 1000.000000 0.000000
03853 03853 -40000.000000 3000.000000 0.000000
03854 03854 -40000.000000 5000.000000 0.000000
03855 03855 -40000.000000 7000.000000 0.000000
03856 03856 -40000.000000 9000.000000 0.000000
03857 03857 -40000.000000 11000.000000 0.000000
03858 03858 -40000.000000 13000.000000 0.000000
03859 03859 -40000.000000 15000.000000 0.000000
03860 03860 -40000.000000 17000.000000 0.000000
03861 03861 -40000.000000 19000.000000 0.000000
03862 03862 -40000.000000 21000.000000 0.000000
03863 03863 -40000.000000 23000.000000 0.000000
03864 03864 -40000.000000 25000.000000 0.000000
03865 03865 -40000.000000 27000.000000 0.000000
03866 03866 -40000.000000 29000.000000 0.000000
03867 03867 -40000.000000 31000.000000 0.000000
03868 03868 -40000.000000 33000.000000 0.000000
03869 03869 -40000.000000 35000.000000 0.000000
03870 03870 -40000.000000 37000.000000 0.000000
03871 03871 -40000.000000 39000.000000 0.000000
03872 03872 -40000.000000 41000.000000 0.000000
03873 03873 -40000.000000 43000.000000 0.000000
03874 03874 -40000.000000 45000.000000 0.000000
03875 03875 -40000.000000 47000.000000 0.000000
03876 03876 -40000.000000 49000.000000 0.000000
03877 03877 -40000.000000 51000.000000 0.000000
03878 03878 -40000.000000 53000.000000 0.000000
03879 03879 -40000.000000 55000.000000 0.000000
03880 03880 -40000.000000 57000.000000 0.000000
03881 03881 -40000.000000 59000.000000 0.000000
03882 03882 -40000.000000 61000.000000 0.000000
03883 03883 -40000.000000 63000.000000 0.000000
03884 03884 -40000.000000 65000.000000 0.000000
03885 03885 -40000.000000 67000.000000 0.000000
03886 03886 -40000.000000 69000.000000 0.000000
03887 03887 -40000.000000 71000.000000 0.000000
03888 03888 -40000.000000 73000.000000 0.000000
03889 03889 -40000.000000 75000.000000 0.000000
03890 03890 -40000.000000 77000.000000 0.000000
03891 03891 -40000.000000 79000.000000 0.000000
03892 03892 -40000.000000 81000.000000 0.000000
03893 03893 -40000.000000 83000.000000 0.000000
03894 03894 -40000.000000 85000.000000 0.000000
03895 03895 -38000.000000 -65000.000000 0.000000
03896 03896 -38000.000000 -63000.000000 0.000000
03897 03897 -38000.000000 -61000.000000 0.000000
03898 03898 -38000.000000 -59000.000000 0.000000
03899 03899 -38000.000000 -57000.000000 0.000000
03900 03900 -38000.000000 -55000.000000 0.000000
03901 03901 -38000.000000 -53000.000000 0.000000
03902 03902 -38000.000000 -51000.000000 0.000000
03903 03903 -38000.000000 -49000.000000 0.000000
03904 03904 -38000.000000 -47000.000000 0.000000
03905 03905 -38000.000000 -45000.000000 0.000000
03906 03906 -38000.000000 -43000.000000 0.000000
03907 03907 -38000.000000 -41000.000000 0.000000
03908 03908 -38000.000000 -39000.000000 0.000000
03909 03909 -38000.000000 -37000.000000 0.000000
03910 03910 -38000.000000 -35000.000000 0.000000
03911 03911 -38000.000000 -33000.000000 0.000000
03912 03912 -38000.000000 -31000.000000 0.000000
03913 03913 -38000.000000 -29000.000000 0.000000
03914 03914 -38000.000000 -13000.000000 0.000000
03915 03915 -38000.000000 -11000.000000 0.000000
03916 03916 -38000.000000 -9000.000000 0.000000
03917 03917 -38000.000000 -7000.000000 0.000000
03918 03918 -38000.000000 -5000.000000 0.000000
03919 03919 -38000.000000 -3000.000000 0.000000
03920 03920 -38000.000000 -1000.000000 0.000000
03921 03921 -38000.000000 1000.000000 0.000000
03922 03922 -38000.000000 3000.000000 0.000000
03923 03923 -38000.000000 5000.000000 0.000000
03924 03924 -38000.000000 7000.000000 0.000000
03925 03925 -38000.000000 9000.000000 0.000000
03926 03926 -38000.000000 11000.000000 0.000000
03927 03927 -38000.000000 13000.000000 0.000000
03928 03928 -38000.000000 15000.000000 0.000000
03929 03929 -38000.000000 17000.000000 0.000000
03930 03930 -38000.000000 19000.000000 0.000000
03931 03931 -38000.000000 21000.000000 0.000000
03932 03932 -38000.000000 23000.000000 0.000000
03933 03933 -38000.000000 25000.000000 0.000000
03934 03934 -38000.000000 27000.000000 0.000000
03935 03935 -38000.000000 29000.000000 0.000000
03936 03936 -38000.000000 31000.000000 0.000000
03937 03937 -38000.000000 33000.000000 0.000000
03938 03938 -38000.000000 35000.000000 0.000000
03939 03939 -38000.000000 37000.000000 0.000000
03940 03940 -38000.000000 39000.000000 0.000000
03941 03941 -38000.000000 41000.000000 0.000000
03942 03942 -38000.000000 43000.000000 0.000000
03943 03943 -38000.000000 45000.000000 0.000000
03944 03944 -38000.000000 47000.000000 0.000000
03945 03945 -38000.000000 49000.000000 0.000000
03946 03946 -38000.000000 51000.000000 0.000000
03947 03947 -38000.000000 53000.000000 0.000000
03948 03948 -38000.000000 55000.000000 0.000000
03949 03949 -38000.000000 57000.000000 0.000000
03950 03950 -38000.000000 59000.000000 0.000000
03951 03951 -38000.000000 61000.000000 0.000000
03952 03952 -38000.000000 63000.000000 0.000000
03953 03953 -38000.000000 65000.000000 0.000000
03954 03954 -38000.000000 67000.000000 0.000000
03955 03955 -38000.000000 69000.000000 0.000000
03956 03956 -38000.000000 71000.000000 0.000000
03957 03957 -38000.000000 73000.000000 0.000000
03958 03958 -38000.000000 75000.000000 0.000000
03959 03959 -38000.000000 77000.000000 0.000000
03960 03960 -38000.000000 79000.000000 0.000000
03961 03961 -38000.000000 81000.000000 0.000000
03962 03962 -38000.000000 83000.000000 0.000000
03963 03963 -38000.000000 85000.000000 0.000000
03964 03964 -38000.000000 87000.000000 0.000000
03965 03965 -38000.000000 89000.000000 0.000000
03966 03966 -38000.000000 91000.000000 0.000000
03967 03967 -36000.000000 -63000.000000 0.000000
03968 03968 -36000.000000 -61000.000000 0.000000
03969 03969 -36000.000000 -59000.000000 0.000000
03970 03970 -36000.000000 -57000.000000 0.000000
03971 03971 -36000.000000 -55000.000000 0.000000
03972 03972 -36000.000000 -53000.000000 0.000000
03973 03973 -36000.000000 -51000.000000 0.000000
03974 03974 -36000.000000 -45000.000000 0.000000
03975 03975 -36000.000000 -43000.000000 0.000000
03976 03976 -36000.000000 -41000.000000 0.000000
03977 03977 -36000.000000 -39000.000000 0.000000
03978 03978 -36000.000000 -37000.000000 0.000000
03979 03979 -36000.000000 -35000.000000 0.000000
03980 03980 -36000.000000 -33000.000000 0.000000
03981 03981 -36000.000000 -31000.000000 0.000000
03982 03982 -36000.000000 -29000.000000 0.000000
03983 03983 -36000.000000 -13000.000000 0.000000
03984 03984 -36000.000000 -11000.000000 0.000000
03985 03985 -36000.000000 -9000.000000 0.000000
03986 03986 -36000.000000 -7000.000000 0.000000
03987 03987 -36000.000000 -5000.000000 0.000000
03988 03988 -36000.000000 -3000.000000 0.000000
03989 03989 -36000.000000 -1000.000000 0.000000
03990 03990 -36000.000000 1000.000000 0.000000
03991 03991 -36000.000000 3000.000000 0.000000
03992 03992 -36000.000000 5000.000000 0.000000
03993 03993 -36000.000000 7000.000000 0.000000
03994 03994 -36000.000000 9000.000000 0.000000
03995 03995 -36000.000000 11000.000000 0.000000
03996 03996 -36000.000000 13000.000000 0.000000
03997 03997 -36000.000000 15000.000000 0.000000
03998 03998 -36000.000000 17000.000000 0.000000
03999 03999 -36000.000000 19000.000000 0.000000
04000 04000 -36000.000000 21000.000000 0.000000
04001 04001 -36000.000000 23000.000000 0.000000
04002 04002 -36000.000000 25000.000000 0.000000
04003 04003 -36000.000000 27000.000000 0.000000
04004 04004 -36000.000000 29000.000000 0.000000
04005 04005 -36000.000000 31000.000000 0.000000
04006 04006 -36000.000000 33000.000000 0.000000
04007 04007 -36000.000000 35000.000000 0.000000
04008 04008 -36000.000000 37000.000000 0.000000
04009 04009 -36000.000000 39000.000000 0.000000
04010 04010 -36000.000000 41000.000000 0.000000
04011 04011 -36000.000000 43000.000000 0.000000
04012 04012 -36000.000000 45000.000000 0.000000
04013 04013 -36000.000000 47000.000000 0.000000
04014 04014 -36000.000000 49000.000000 0.000000
04015 04015 -36000.000000 51000.000000 0.000000
04016 04016 -36000.000000 53000.000000 0.000000
04017 04017 -36000.000000 55000.000000 0.000000
04018 04018 -36000.000000 57000.000000 0.000000
04019 04019 -36000.000000 59000.000000 0.000000
04020 04020 -36000.000000 61000.000000 0.000000
04021 04021 -36000.000000 63000.000000 0.000000
04022 04022 -36000.000000 65000.000000 0.000000
04023 04023 -36000.000000 67000.000000 0.000000
04024 04024 -36000.000000 69000.000000 0.000000
04025 04025 -36000.000000 71000.000000 0.000000
04026 04026 -36000.000000 73000.000000 0.000000
04027 04027 -36000.000000 75000.000000 0.000000
04028 04028 -36000.000000 77000.000000 0.000000
04029 04029 -36000.000000 79000.000000 0.000000
04030 04030 -36000.000000 81000.000000 0.000000
04031 04031 -36000.000000 83000.000000 0.000000
04032 04032 -36000.000000 85000.000000 0.000000
04033 04033 -36000.000000 87000.000000 0.000000
04034 04034 -36000.000000 89000.000000 0.000000
04035 04035 -34000.000000 -63000.000000 0.000000
04036 04036 -34000.000000 -61000.000000 0.000000
04037 04037 -34000.000000 -59000.000000 0.000000
04038 04038 -34000.000000 -57000.000000 0.000000
04039 04039 -34000.000000 -55000.000000 0.000000
04040 04040 -34000.000000 -53000.000000 0.000000
04041 04041 -34000.000000 -51000.000000 0.000000
04042 04042 -34000.000000 -49000.000000 0.000000
04043 04043 -34000.000000 -41000.000000 0.000000
04044 04044 -34000.000000 -39000.000000 0.000000
04045 04045 -34000.000000 -37000.000000 0.000000
04046 04046 -34000.000000 -35000.000000 0.000000
04047 04047 -34000.000000 -33000.000000 0.000000
04048 04048 -34000.000000 -31000.000000 0.000000
04049 04049 -34000.000000 -29000.000000 0.000000
04050 04050 -34000.000000 -27000.000000 0.000000
04051 04051 -34000.000000 -13000.000000 0.000000
04052 04052 -34000.000000 -11000.000000 0.000000
04053 04053 -34000.000000 -9000.000000 0.000000
04054 04054 -34000.000000 -7000.000000 0.000000
04055 04055 -34000.000000 -5000.000000 0.000000
04056 04056 -34000.000000 -3000.000000 0.000000
04057 04057 -34000.000000 -1000.000000 0.000000
04058 04058 -34000.000000 1000.000000 0.000000
04059 04059 -34000.000000 3000.000000 0.000000
04060 04060 -34000.000000 5000.000000 0.000000
04061 04061 -34000.000000 7000.000000 0.000000
04062 04062 -34000.000000 9000.000000 0.000000
04063 04063 -34000.000000 11000.000000 0.000000
04064 04064 -34000.000000 13000.000000 0.000000
04065 04065 -34000.000000 15000.000000 0.000000
04066 04066 -34000.000000 17000.000000 0.000000
04067 04067 -34000.000000 19000.000000 0.000000
04068 04068 -34000.000000 21000.000000 0.000000
04069 04069 -34000.000000 23000.000000 0.000000
04070 04070 -34000.000000 25000.000000 0.000000
04071 04071 -34000.000000 27000.000000 0.000000
04072 04072 -34000.000000 29000.000000 0.000000
04073 04073 -34000.000000 31000.000000 0.000000
04074 04074 -34000.000000 33000.000000 0.000000
04075 04075 -34000.000000 35000.000000 0.000000
04076 04076 -34000.000000 37000.000000 0.000000
04077 04077 -34000.000000 39000.000000 0.000000
04078 04078 -34000.000000 41000.000000 0.000000
04079 04079 -34000.000000 43000.000000 0.000000
04080 04080 -34000.000000 45000.000000 0.000000
04081 04081 -34000.000000 47000.000000 0.000000
04082 04082 -34000.000000 49000.000000 0.000000
04083 04083 -34000.000000 51000.000000 0.000000
04084 04084 -34000.000000 53000.000000 0.000000
04085 04085 -34000.000000 55000.000000 0.000000
04086 04086 -34000.000000 57000.000000 0.000000
04087 04087 -34000.000000 59000.000000 0.000000
04088 04088 -34000.000000 61000.000000 0.000000
04089 04089 -34000.000000 63000.000000 0.000000
04090 04090 -34000.000000 65000.000000 0.000000
04091 04091 -34000.000000 67000.000000 0.000000
04092 04092 -34000.000000 69000.000000 0.000000
04093 04093 -34000.000000 71000.000000 0.000000
04094 04094 -34000.000000 73000.000000 0.000000
04095 04095 -34000.000000 75000.000000 0.000000
04096 04096 -34000.000000 77000.000000 0.000000
04097 04097 -34000.000000 79000.000000 0.000000
04098 04098 -34000.000000 81000.000000 0.000000
04099 04099 -34000.000000 83000.000000 0.000000
04100 04100 -34000.000000 85000.000000 0.000000
04101 04101 -34000.000000 87000.000000 0.000000
04102 04102 -32000.000000 -63000.000000 0.000000
04103 04103 -32000.000000 -61000.000000 0.000000
04104 04104 -32000.000000 -59000.000000 0.000000
04105 04105 -32000.000000 -57000.000000 0.000000
04106 04106 -32000.000000 -55000.000000 0.000000
04107 04107 -32000.000000 -53000.000000 0.000000
04108 04108 -32000.000000 -51000.000000 0.000000
04109 04109 -32000.000000 -39000.000000 0.000000
04110 04110 -32000.000000 -37000.000000 0.000000
04111 04111 -32000.000000 -35000.000000 0.000000
04112 04112 -32000.000000 -33000.000000 0.000000
04113 04113 -32000.000000 -31000.000000 0.000000
04114 04114 -32000.000000 -29000.000000 0.000000
04115 04115 -32000.000000 -27000.000000 0.000000
04116 04116 -32000.000000 -15000.000000 0.000000
04117 04117 -32000.000000 -13000.000000 0.000000
04118 04118 -32000.000000 -11000.000000 0.000000
04119 04119 -32000.000000 -9000.000000 0.000000
04120 04120 -32000.000000 -7000.000000 0.000000
04121 04121 -32000.000000 -5000.000000 0.000000
04122 04122 -32000.000000 -3000.000000 0.000000
04123 04123 -32000.000000 -1000.000000 0.000000
04124 04124 -32000.000000 1000.000000 0.000000
04125 04125 -32000.000000 3000.000000 0.000000
04126 04126 -32000.000000 5000.000000 0.000000
04127 04127 -32000.000000 7000.000000 0.000000
04128 04128 -32000.000000 9000.000000 0.000000
04129 04129 -32000.000000 11000.000000 0.000000
04130 04130 -32000.000000 13000.000000 0.000000
04131 04131 -32000.000000 15000.000000 0.000000
04132 04132 -32000.000000 17000.000000 0.000000
04133 04133 -32000.000000 19000.000000 0.000000
04134 04134 -32000.000000 21000.000000 0.000000
04135 04135 -32000.000000 23000.000000 0.000000
04136 04136 -32000.000000 25000.000000 0.000000
04137 04137 -32000.000000 27000.000000 0.000000
04138 04138 -32000.000000 29000.000000 0.000000
04139 04139 -32000.000000 31000.000000 0.000000
04140 04140 -32000.000000 33000.000000 0.000000
04141 04141 -32000.000000 35000.000000 0.000000
04142 04142 -32000.000000 37000.000000 0.000000
04143 04143 -32000.000000 39000.000000 0.000000
04144 04144 -32000.000000 41000.000000 0.000000
04145 04145 -32000.000000 43000.000000 0.000000
04146 04146 -32000.000000 45000.000000 0.000000
04147 04147 -32000.000000 47000.000000 0.000000
04148 04148 -32000.000000 49000.000000 0.000000
04149 04149 -32000.000000 51000.000000 0.000000
04150 04150 -32000.000000 53000.000000 0.000000
04151 04151 -32000.000000 55000.000000 0.000000
04152 04152 -32000.000000 57000.000000 0.000000
04153 04153 -32000.000000 59000.000000 0.000000
04154 04154 -32000.000000 61000.000000 0.000000
04155 04155 -32000.000000 63000.000000 0.000000
04156 04156 -32000.000000 65000.000000 0.000000
04157 04157 -32000.000000 67000.000000 0.000000
04158 04158 -32000.000000 69000.000000 0.000000
04159 04159 -32000.000000 71000.000000 0.000000
04160 04160 -32000.000000 73000.000000 0.000000
04161 04161 -32000.000000 75000.000000 0.000000
04162 04162 -32000.000000 77000.000000 0.000000
04163 04163 -32000.000000 79000.000000 0.000000
04164 04164 -32000.000000 81000.000000 0.000000
04165 04165 -32000.000000 83000.000000 0.000000
04166 04166 -32000.000000 85000.000000 0.000000
04167 04167 -32000.000000 87000.000000 0.000000
04168 04168 -32000.000000 91000.000000 0.000000
04169 04169 -32000.000000 93000.000000 0.000000
04170 04170 -30000.000000 -65000.000000 0.000000
